文件名	target name	accession	query name	accession	E-value	score	bias	E-value	score	bias	exp	reg	clu	ov	env	dom	rep	inc	description of target
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000068.1_5	-	lolD.aln	-	1.5e-44	149.0	0.3	2.1e-25	86.4	0.8	3.8	3	1	0	3	3	3	3	# 2823 # 4109 # -1 # ID=68_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.334
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000051.1_1	-	lolD.aln	-	3.4e-44	147.9	0.0	1.3e-43	146.0	0.0	1.8	2	0	0	2	2	2	1	# 140 # 1285 # 1 # ID=51_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.361
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000039.1_4	-	lolD.aln	-	2.9e-43	144.8	0.3	3.5e-43	144.6	0.3	1.0	1	0	0	1	1	1	1	# 2907 # 3953 # 1 # ID=39_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.384
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000015.1_51	-	lolD.aln	-	1.7e-42	142.3	0.4	3.3e-42	141.4	0.4	1.5	1	0	0	1	1	1	1	# 45682 # 46905 # -1 # ID=15_51;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.378
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000002.1_73	-	lolD.aln	-	1.5e-41	139.2	1.1	4e-41	137.8	1.1	1.6	1	1	0	1	1	1	1	# 72607 # 73278 # -1 # ID=2_73;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.338
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000020.1_38	-	lolD.aln	-	4.5e-41	137.6	0.2	5.1e-41	137.5	0.2	1.0	1	0	0	1	1	1	1	# 40369 # 41103 # -1 # ID=20_38;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000008.1_49	-	lolD.aln	-	3.5e-40	134.8	0.0	7.4e-27	91.2	0.0	3.0	2	1	0	2	2	2	2	# 49148 # 50128 # 1 # ID=8_49;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.309
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000002.1_68	-	lolD.aln	-	2.4e-39	132.0	0.0	2.8e-39	131.8	0.0	1.0	1	0	0	1	1	1	1	# 68470 # 69126 # -1 # ID=2_68;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.335
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000039.1_5	-	lolD.aln	-	3.2e-39	131.6	0.2	4.1e-39	131.2	0.2	1.1	1	0	0	1	1	1	1	# 3953 # 4885 # 1 # ID=39_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.360
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000026.1_41	-	lolD.aln	-	5.3e-39	130.9	0.0	7.6e-39	130.4	0.0	1.1	1	0	0	1	1	1	1	# 47129 # 48262 # -1 # ID=26_41;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.372
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000010.1_21	-	lolD.aln	-	5.8e-39	130.7	0.3	1.9e-11	40.8	0.0	4.4	4	0	0	4	4	4	4	# 23000 # 24910 # -1 # ID=10_21;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.349
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000007.1_17	-	lolD.aln	-	7.2e-39	130.4	0.2	8.5e-39	130.2	0.2	1.1	1	0	0	1	1	1	1	# 15816 # 16655 # 1 # ID=7_17;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.376
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000007.1_18	-	lolD.aln	-	3.7e-38	128.1	0.0	4.8e-38	127.8	0.0	1.1	1	0	0	1	1	1	1	# 16631 # 17473 # 1 # ID=7_18;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.358
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000022.1_10	-	lolD.aln	-	5.1e-38	127.7	5.2	2.2e-12	43.8	0.1	4.2	4	0	0	4	4	4	4	# 11885 # 13753 # -1 # ID=22_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.337
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000035.1_46	-	lolD.aln	-	1.8e-35	119.4	0.0	3e-20	69.6	0.0	2.0	2	0	0	2	2	2	2	# 47675 # 48355 # -1 # ID=35_46;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.333
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000025.1_17	-	lolD.aln	-	3.1e-34	115.3	0.1	5.1e-11	39.4	0.0	4.2	4	0	0	4	4	4	4	# 19102 # 20643 # -1 # ID=25_17;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.353
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000007.1_91	-	lolD.aln	-	5e-33	111.3	3.0	8.8e-33	110.5	3.0	1.4	1	1	0	1	1	1	1	# 89958 # 90761 # 1 # ID=7_91;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.387
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000013.1_39	-	lolD.aln	-	5.5e-33	111.2	0.9	7e-33	110.9	0.9	1.1	1	0	0	1	1	1	1	# 34853 # 35563 # 1 # ID=13_39;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.367
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000035.1_47	-	lolD.aln	-	4.2e-32	108.3	0.1	5.5e-32	107.9	0.1	1.1	1	0	0	1	1	1	1	# 48342 # 49130 # -1 # ID=35_47;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.359
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000014.1_4	-	lolD.aln	-	1.4e-31	106.6	0.1	9.6e-13	45.0	0.0	4.3	4	0	0	4	4	4	3	# 3050 # 4669 # 1 # ID=14_4;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.361
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000049.1_40	-	lolD.aln	-	2.1e-31	106.0	0.0	2.4e-31	105.8	0.0	1.0	1	0	0	1	1	1	1	# 36048 # 36806 # 1 # ID=49_40;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.378
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000019.1_74	-	lolD.aln	-	6.9e-31	104.3	0.3	9.9e-31	103.8	0.3	1.2	1	0	0	1	1	1	1	# 77688 # 78404 # 1 # ID=19_74;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.335
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000026.1_80	-	lolD.aln	-	1.4e-30	103.3	0.0	1.9e-30	102.9	0.0	1.1	1	0	0	1	1	1	1	# 88532 # 89281 # -1 # ID=26_80;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.379
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000013.1_38	-	lolD.aln	-	2.3e-30	102.7	0.9	2e-29	99.6	0.9	1.9	1	1	0	1	1	1	1	# 34089 # 34853 # 1 # ID=13_38;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.353
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000029.1_37	-	lolD.aln	-	5.1e-30	101.5	0.7	2.5e-18	63.3	0.0	2.0	2	0	0	2	2	2	2	# 34008 # 34802 # 1 # ID=29_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.351
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000027.1_38	-	lolD.aln	-	1.2e-29	100.3	0.0	6.7e-19	65.1	0.0	2.0	1	1	1	2	2	2	2	# 38707 # 39333 # 1 # ID=27_38;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.354
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000030.1_17	-	lolD.aln	-	4.6e-29	98.4	0.0	5.8e-29	98.0	0.0	1.0	1	0	0	1	1	1	1	# 14744 # 15469 # -1 # ID=30_17;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.346
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000008.1_52	-	lolD.aln	-	7.2e-29	97.7	0.0	1.3e-28	96.9	0.0	1.3	1	0	0	1	1	1	1	# 51895 # 53616 # 1 # ID=8_52;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.306
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000044.1_2	-	lolD.aln	-	1.5e-28	96.7	0.0	2.7e-28	95.8	0.0	1.3	1	0	0	1	1	1	1	# 740 # 1669 # -1 # ID=44_2;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.335
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000049.1_20	-	lolD.aln	-	3.6e-28	95.4	0.0	4.7e-28	95.1	0.0	1.1	1	0	0	1	1	1	1	# 15597 # 16358 # 1 # ID=49_20;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.331
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000026.1_72	-	lolD.aln	-	1.7e-27	93.2	0.0	2.4e-27	92.8	0.0	1.2	1	0	0	1	1	1	1	# 79976 # 80824 # -1 # ID=26_72;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.363
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000008.1_51	-	lolD.aln	-	1.9e-27	93.1	0.0	2.5e-27	92.7	0.0	1.1	1	0	0	1	1	1	1	# 51030 # 51905 # 1 # ID=8_51;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.328
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000008.1_6	-	lolD.aln	-	1.9e-27	93.1	0.1	4.6e-27	91.8	0.1	1.6	1	1	0	1	1	1	1	# 6838 # 8586 # 1 # ID=8_6;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.361
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000027.1_3	-	lolD.aln	-	4e-27	92.0	0.2	4.8e-26	88.5	0.2	1.9	1	1	0	1	1	1	1	# 1508 # 2218 # 1 # ID=27_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.380
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000003.1_84	-	lolD.aln	-	6.7e-27	91.3	0.0	1e-26	90.7	0.0	1.2	1	0	0	1	1	1	1	# 83414 # 85153 # -1 # ID=3_84;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.349
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000033.1_42	-	lolD.aln	-	1e-25	87.4	0.4	2e-25	86.5	0.4	1.4	1	1	0	1	1	1	1	# 47016 # 47777 # 1 # ID=33_42;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.346
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000044.1_9	-	lolD.aln	-	1.2e-25	87.2	0.0	1.8e-25	86.6	0.0	1.2	1	0	0	1	1	1	1	# 6522 # 7514 # -1 # ID=44_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.362
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000049.1_39	-	lolD.aln	-	2.2e-25	86.3	0.0	3.2e-25	85.8	0.0	1.2	1	0	0	1	1	1	1	# 35233 # 36036 # 1 # ID=49_39;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000022.1_7	-	lolD.aln	-	3.7e-25	85.6	0.1	7e-25	84.7	0.1	1.4	1	0	0	1	1	1	1	# 7835 # 9604 # -1 # ID=22_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.355
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000008.1_36	-	lolD.aln	-	5.4e-25	85.1	1.6	1.3e-07	28.2	0.0	4.3	4	0	0	4	4	4	4	# 37812 # 40640 # 1 # ID=8_36;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000008.1_5	-	lolD.aln	-	1.6e-24	83.5	0.4	6.6e-24	81.5	0.4	2.0	1	1	0	1	1	1	1	# 5127 # 6845 # 1 # ID=8_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.345
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000022.1_8	-	lolD.aln	-	2e-24	83.2	0.0	6.5e-24	81.5	0.0	1.7	2	0	0	2	2	2	1	# 9609 # 11348 # -1 # ID=22_8;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.367
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000003.1_85	-	lolD.aln	-	1.5e-23	80.3	0.5	2.4e-23	79.7	0.5	1.2	1	0	0	1	1	1	1	# 85143 # 86888 # -1 # ID=3_85;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.368
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000037.1_27	-	lolD.aln	-	3.9e-23	79.0	0.0	6.2e-23	78.3	0.0	1.2	1	0	0	1	1	1	1	# 32199 # 33101 # 1 # ID=37_27;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.327
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000019.1_56	-	lolD.aln	-	1.2e-22	77.4	0.0	1.5e-22	77.1	0.0	1.0	1	0	0	1	1	1	1	# 58489 # 59223 # -1 # ID=19_56;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.347
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000016.1_16	-	lolD.aln	-	5.7e-21	71.9	0.0	8.9e-21	71.3	0.0	1.2	1	0	0	1	1	1	1	# 14494 # 16227 # -1 # ID=16_16;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.348
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000027.1_37	-	lolD.aln	-	7.6e-21	71.5	0.0	1.1e-20	70.9	0.0	1.3	1	0	0	1	1	1	1	# 37920 # 38723 # 1 # ID=27_37;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.366
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000013.1_79	-	lolD.aln	-	1e-20	71.1	0.2	4.4e-20	69.0	0.2	1.8	1	1	0	1	1	1	1	# 69476 # 70192 # 1 # ID=13_79;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.364
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000016.1_17	-	lolD.aln	-	6.4e-20	68.5	0.2	1.5e-09	34.6	0.0	2.2	2	0	0	2	2	2	2	# 16228 # 17949 # -1 # ID=16_17;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.333
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000012.1_49	-	lolD.aln	-	2.6e-17	60.0	0.1	4e-17	59.3	0.1	1.3	1	1	0	1	1	1	1	# 49884 # 50654 # 1 # ID=12_49;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.385
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000035.1_25	-	lolD.aln	-	4.3e-16	56.0	0.0	6.9e-16	55.3	0.0	1.3	1	0	0	1	1	1	1	# 28835 # 29536 # -1 # ID=35_25;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.339
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000005.1_11	-	lolD.aln	-	3.4e-15	53.0	0.0	3e-09	33.5	0.0	2.1	2	0	0	2	2	2	2	# 11589 # 12287 # -1 # ID=5_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.336
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000019.1_30	-	lolD.aln	-	4.1e-13	46.2	0.0	3e-07	27.0	0.1	2.1	2	0	0	2	2	2	2	# 29061 # 29543 # -1 # ID=19_30;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.352
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000037.1_34	-	lolD.aln	-	1e-08	31.9	0.0	5.2e-05	19.7	0.0	2.1	2	0	0	2	2	2	2	# 38335 # 38952 # 1 # ID=37_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.262
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000008.1_48	-	lolD.aln	-	8.3e-08	28.8	0.1	8.9e-08	28.8	0.1	1.2	1	0	0	1	1	1	1	# 48749 # 49102 # 1 # ID=8_48;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.311
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000009.1_9	-	lolD.aln	-	2e-05	21.1	0.0	2.7e-05	20.6	0.0	1.1	1	0	0	1	1	1	1	# 7183 # 7686 # -1 # ID=9_9;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.371
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000007.1_52	-	lolD.aln	-	0.00041	16.8	0.0	0.0026	14.1	0.0	1.9	2	0	0	2	2	2	1	# 52780 # 53880 # -1 # ID=7_52;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
GCA_000825945.1_Bangui-IP-6_genomic	CDEN01000037.1_18	-	lolD.aln	-	0.00087	15.7	0.0	0.0012	15.2	0.0	1.2	1	0	0	1	1	1	1	# 25093 # 25632 # -1 # ID=37_18;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.359
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_188	-	lolD.aln	-	4.2e-75	249.7	0.1	4.8e-75	249.5	0.1	1.0	1	0	0	1	1	1	1	# 161059 # 161796 # -1 # ID=1_188;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.287
GCA_000828305.1_ASM82830v1_genomic	JXMR01000002.1_115	-	lolD.aln	-	8.5e-75	248.7	0.1	9.6e-75	248.5	0.1	1.0	1	0	0	1	1	1	1	# 152961 # 153638 # 1 # ID=2_115;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.288
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_471	-	lolD.aln	-	5.7e-66	219.8	0.1	6.7e-66	219.6	0.1	1.0	1	0	0	1	1	1	1	# 473607 # 474374 # -1 # ID=1_471;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.289
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_1952	-	lolD.aln	-	6.7e-64	213.1	0.0	7.7e-64	212.9	0.0	1.0	1	0	0	1	1	1	1	# 2234687 # 2235436 # -1 # ID=1_1952;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.300
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_878	-	lolD.aln	-	3.8e-61	204.0	0.0	4.4e-61	203.8	0.0	1.0	1	0	0	1	1	1	1	# 1024492 # 1025259 # -1 # ID=1_878;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.266
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_1954	-	lolD.aln	-	1.6e-58	195.5	0.0	1.9e-58	195.2	0.0	1.0	1	0	0	1	1	1	1	# 2236746 # 2237513 # -1 # ID=1_1954;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.294
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_652	-	lolD.aln	-	4.8e-56	187.3	0.2	5.4e-56	187.2	0.2	1.0	1	0	0	1	1	1	1	# 712464 # 713186 # -1 # ID=1_652;partial=00;start_type=GTG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.304
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_723	-	lolD.aln	-	1.4e-55	185.8	0.0	1.6e-55	185.7	0.0	1.0	1	0	0	1	1	1	1	# 808772 # 809458 # -1 # ID=1_723;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.303
GCA_000828305.1_ASM82830v1_genomic	JXMR01000002.1_98	-	lolD.aln	-	8.2e-51	170.2	0.5	7e-29	98.5	0.1	2.8	2	1	0	2	2	2	2	# 123263 # 124708 # 1 # ID=2_98;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.288
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_1931	-	lolD.aln	-	1.4e-50	169.5	0.0	1.5e-50	169.4	0.0	1.0	1	0	0	1	1	1	1	# 2206934 # 2207614 # 1 # ID=1_1931;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.313
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_838	-	lolD.aln	-	4.4e-48	161.3	2.0	4.3e-27	92.6	0.2	2.8	2	1	0	2	2	2	2	# 946853 # 948400 # -1 # ID=1_838;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_2337	-	lolD.aln	-	5.3e-47	157.8	1.6	1.1e-25	88.1	0.1	3.0	3	0	0	3	3	3	3	# 2660021 # 2661523 # 1 # ID=1_2337;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.291
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_2240	-	lolD.aln	-	1.5e-45	153.0	0.0	1.7e-45	152.8	0.0	1.0	1	0	0	1	1	1	1	# 2548112 # 2548843 # 1 # ID=1_2240;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.306
GCA_000828305.1_ASM82830v1_genomic	JXMR01000002.1_172	-	lolD.aln	-	1.6e-45	152.9	0.0	8.3e-16	55.7	0.0	4.2	4	0	0	4	4	4	4	# 224047 # 225978 # 1 # ID=2_172;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.271
GCA_000828305.1_ASM82830v1_genomic	JXMR01000004.1_156	-	lolD.aln	-	3.3e-45	151.9	0.1	3.9e-45	151.7	0.1	1.1	1	0	0	1	1	1	1	# 143451 # 144461 # -1 # ID=4_156;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.330
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_1779	-	lolD.aln	-	1.3e-44	150.0	0.2	1.7e-44	149.6	0.2	1.2	1	0	0	1	1	1	1	# 2048543 # 2049592 # -1 # ID=1_1779;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.290
GCA_000828305.1_ASM82830v1_genomic	JXMR01000004.1_278	-	lolD.aln	-	2.4e-44	149.1	0.0	3.9e-44	148.4	0.0	1.3	1	1	0	1	1	1	1	# 288305 # 289072 # 1 # ID=4_278;partial=00;start_type=TTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.281
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_297	-	lolD.aln	-	5.5e-44	147.9	0.0	7.3e-44	147.5	0.0	1.2	1	0	0	1	1	1	1	# 277440 # 278567 # -1 # ID=1_297;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.281
GCA_000828305.1_ASM82830v1_genomic	JXMR01000002.1_258	-	lolD.aln	-	1.2e-43	146.8	1.2	1.4e-43	146.6	1.2	1.1	1	0	0	1	1	1	1	# 318831 # 319805 # 1 # ID=2_258;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.309
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_352	-	lolD.aln	-	4e-43	145.1	1.7	3.3e-25	86.5	0.2	2.2	2	0	0	2	2	2	2	# 333264 # 334787 # -1 # ID=1_352;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.316
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_1758	-	lolD.aln	-	9.4e-43	143.9	0.1	1.3e-42	143.4	0.1	1.2	1	0	0	1	1	1	1	# 2022344 # 2023453 # 1 # ID=1_1758;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.298
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_1176	-	lolD.aln	-	2.4e-40	136.0	0.1	3.1e-40	135.7	0.1	1.1	1	0	0	1	1	1	1	# 1353565 # 1354416 # 1 # ID=1_1176;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.309
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_425	-	lolD.aln	-	6.9e-40	134.5	0.0	9.7e-40	134.0	0.0	1.1	1	0	0	1	1	1	1	# 418744 # 419793 # 1 # ID=1_425;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.251
GCA_000828305.1_ASM82830v1_genomic	JXMR01000001.1_1600	-	lolD.aln	-	4.5e-39	131.8	1.7	8.1e-10	36.2	0.0	4.3	3	1	0	4	4	4	4	# 1851098 # 1853023 # -1 # ID=1_1600;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.267
