Label	Assembly	Domain	Phylum	Class	Order	Family	Genus	Species
GCF_002101785.1|WP_085077121.1	GCF_002101785.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium palustre
GCF_010729105.1|WP_085256697.1	GCF_010729105.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium saskatchewanense
GCF_041890355.1|WP_374021303.1	GCF_041890355.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium hainanense
GCF_000164135.1|WP_007170003.1	GCF_000164135.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium parascrofulaceum
GCF_002086735.1|WP_083179838.1	GCF_002086735.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium scrofulaceum
GCF_010731595.1|WP_163677815.1	GCF_010731595.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium seoulense
GCF_010731655.1|WP_083174322.1	GCF_010731655.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium paraseoulense
GCF_034555895.2|WP_322860339.1	GCF_034555895.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium europaeum
GCF_025822865.1|WP_264046493.1	GCF_025822865.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium paraffinicum
GCF_002102255.1|WP_046184887.1	GCF_002102255.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium nebraskense
GCF_002102025.1|WP_085182380.1	GCF_002102025.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium bohemicum
GCF_002101815.1|WP_085173418.1	GCF_002101815.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium paraense
GCF_900078675.2|WP_066912512.1	GCF_900078675.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium interjectum
GCF_010731775.1|WP_083096506.1	GCF_010731775.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium mantenii
GCF_002104765.1|WP_085289698.1	GCF_002104765.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium vulneris
GCF_002086125.1|WP_083065051.1	GCF_002086125.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium arosiense
GCF_002086165.1|WP_003876498.1	GCF_002086165.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium bouchedurhonense
GCF_022175585.2|WP_003876498.1	GCF_022175585.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium
GCF_025821985.1|WP_003876498.1	GCF_025821985.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium timonense
GCF_002285715.1|WP_083019656.1	GCF_002285715.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium marseillense
GCF_000276825.1|WP_008257000.1	GCF_000276825.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium paraintracellulare
GCF_020736005.1|WP_014382631.1	GCF_020736005.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare
GCF_002086635.1|WP_083138513.1	GCF_002086635.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium alsense
GCF_010728725.1|WP_083132132.1	GCF_010728725.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium branderi
GCF_000222105.3|WP_007771387.1	GCF_000222105.3	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium colombiense
GCF_019668465.1|WP_221042961.1	GCF_019668465.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium senriense
GCF_010730195.1|WP_085231016.1	GCF_010730195.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium conspicuum
GCF_002101675.1|WP_069433934.1	GCF_002101675.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium gordonae
GCF_017086405.1|WP_205872971.1	GCF_017086405.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium camsae
GCF_031583025.2|WP_310766459.1	GCF_031583025.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium pumcae
GCF_003614435.1|WP_120792859.1	GCF_003614435.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium paragordonae
GCF_014263315.1|WP_186272088.1	GCF_014263315.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kubicae
GCF_900232995.1|WP_191499793.1	GCF_900232995.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium simulans
GCF_963853645.1|WP_085249345.1	GCF_963853645.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium riyadhense
GCF_002116635.1|WP_085669226.1	GCF_002116635.1							
GCF_025822405.1|WP_083111359.1	GCF_025822405.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium angelicum
GCF_018278905.1|WP_211699153.1	GCF_018278905.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium spongiae
GCF_010730055.1|WP_083050997.1	GCF_010730055.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium shinjukuense
GCF_900566075.1|WP_036403097.1	GCF_900566075.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium pseudokansasii
GCF_002102175.1|WP_036418290.1	GCF_002102175.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium gastri
GCF_021183725.1|WP_075511548.1	GCF_021183725.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium ostraviense
GCF_900566055.1|WP_099193533.1	GCF_900566055.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium innocens
GCF_900292015.1|WP_158016901.1	GCF_900292015.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium basiliense
GCF_010728525.1|WP_198965296.1	GCF_010728525.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium shottsii
GCF_000723425.2|WP_036449894.1	GCF_000723425.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium marinum
GCF_002355775.1|WP_096370654.1	GCF_002355775.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium ulcerans
GCF_003584745.1|WP_020787477.1	GCF_003584745.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium pseudoshottsii
GCF_002104675.1|WP_085326207.1	GCF_002104675.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium decipiens
GCF_000195955.2|NP_216335.1	GCF_000195955.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
Rv1819c	GCF_000195955.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
GCF_000253375.1|WP_015288169.1	GCF_000253375.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium canetti
GCF_023515995.1|WP_219069177.1	GCF_023515995.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Candidatus Mycobacterium methanotrophicum
GCF_002102185.1|WP_227371103.1	GCF_002102185.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium fragae
GCF_010731635.1|WP_083087325.1	GCF_010731635.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium noviomagense
GCF_016861545.1|WP_048892529.1	GCF_016861545.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium heckeshornense
GCF_900453395.1|WP_003921784.1	GCF_900453395.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium xenopi
GCF_900417275.1|WP_069397602.1	GCF_900417275.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium shimoidei
GCF_002101595.1|WP_062540355.1	GCF_002101595.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium celatum
GCF_002101735.1|WP_045383170.1	GCF_002101735.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kyorinense
GCF_001854525.1|WP_071028745.1	GCF_001854525.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium talmoniae
GCF_002102395.1|WP_234808106.1	GCF_002102395.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacillus	Mycolicibacillus trivialis
GCF_010731835.1|WP_234793804.1	GCF_010731835.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacillus	Mycolicibacillus koreensis
GCF_022370835.2|WP_240172473.1	GCF_022370835.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacillus	Mycolicibacillus parakoreensis
GCF_018455725.1|WP_214091560.1	GCF_018455725.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter acidiphilus
GCF_963378075.1|WP_308476825.1	GCF_963378075.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	[Mycobacterium] kokjensenii
GCF_010723225.1|WP_085084006.1	GCF_010723225.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter senuensis
GCF_000214155.1|WP_013828847.1	GCF_000214155.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter sinensis
GCF_010723515.1|WP_083038474.1	GCF_010723515.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter algericus
GCF_010726505.1|WP_083038474.1	GCF_010726505.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium novum
GCF_002102265.1|WP_085265369.1	GCF_002102265.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter longobardus
GCF_020181595.2|WP_225399782.1	GCF_020181595.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	[Mycobacterium] vasticus
GCF_020181635.2|WP_224865776.1	GCF_020181635.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	[Mycobacterium] zoologicum
GCF_020172685.2|WP_224976559.1	GCF_020172685.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	[Mycobacterium] nativiensis
GCF_020181615.2|WP_225407381.1	GCF_020181615.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	[Mycobacterium] crassicus
GCF_002101585.1|WP_085129240.1	GCF_002101585.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter engbaekii
GCF_010729485.1|WP_085136839.1	GCF_010729485.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter hiberniae
GCF_002086515.1|WP_046189080.1	GCF_002086515.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter arupensis
GCF_010731755.1|WP_083022942.1	GCF_010731755.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter minnesotensis
GCF_002101775.1|WP_085139850.1	GCF_002101775.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter nonchromogenicus
GCF_900078685.2|WP_067969253.1	GCF_900078685.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter icosiumassiliensis
GCF_022374935.2|WP_046285960.1	GCF_022374935.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter virginiensis
GCF_963378105.1|WP_308486676.1	GCF_963378105.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	[Mycobacterium] holstebronense
GCF_002086285.1|WP_019738381.1	GCF_002086285.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter kumamotonensis
GCF_010727125.1|WP_085259462.1	GCF_010727125.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter terrae
GCF_019645815.1|WP_220696486.1	GCF_019645815.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter heraklionensis
GCF_010731615.1|WP_083029077.1	GCF_010731615.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium insubricum
GCF_010726955.1|WP_085094757.1	GCF_010726955.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium fallax
GCF_025215495.1|WP_090592827.1	GCF_025215495.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium brumae
GCF_963378095.1|WP_308482810.1	GCF_963378095.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	[Mycobacterium] burgundiense
GCF_900637205.1|WP_276005305.1	GCF_900637205.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium chitae
GCF_963378085.1|WP_316517206.1	GCF_963378085.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	[Mycobacterium] wendilense
GCF_002592005.1|WP_176561865.1	GCF_002592005.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium palauense
GCF_001644575.1|WP_067996718.1	GCF_001644575.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium adipatum
GCF_019456655.1|WP_073858136.1	GCF_019456655.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium diernhoferi
GCF_000317305.3|WP_019509968.1	GCF_000317305.3	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium neoaurum
GCF_002086115.1|WP_083060711.1	GCF_002086115.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium bacteremicum
GCF_002101555.1|WP_062656946.1	GCF_002101555.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium canariasense
GCF_002086485.1|WP_083170702.1	GCF_002086485.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium aquaticum
GCF_010727325.1|WP_163660964.1	GCF_010727325.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium alvei
GCF_001245615.1|WP_090510783.1	GCF_001245615.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium neworleansense
GCF_022179545.1|WP_038564415.1	GCF_022179545.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium fortuitum
GCF_019710635.1|WP_221371144.1	GCF_019710635.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium xanthum
GCF_013404075.1|WP_179468983.1	GCF_013404075.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium vinylchloridicum
GCF_010731115.1|WP_138249420.1	GCF_010731115.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium phocaicum
GCF_005670685.2|WP_029118768.1	GCF_005670685.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium mucogenicum
GCF_025331195.1|WP_260938489.1	GCF_025331195.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium llatzerense
GCF_010731735.1|WP_174266976.1	GCF_010731735.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium sediminis
GCF_008329645.1|WP_070355440.1	GCF_008329645.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium grossiae
GCF_010731815.2|WP_163917463.1	GCF_010731815.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium arabiense
GCF_021916785.1|WP_237568093.1	GCF_021916785.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium lacusdiani
GCF_000015305.1|WP_011780371.1	GCF_000015305.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium vanbaalenii
GCF_016919645.1|WP_011780371.1	GCF_016919645.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium austroafricanum
GCF_002101705.1|WP_024447767.1	GCF_002101705.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium iranicum
GCF_010722995.1|WP_193492017.1	GCF_010722995.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium murale
GCF_015710575.1|WP_199256476.1	GCF_015710575.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium mengxianglii
GCF_900637195.1|WP_048631112.1	GCF_900637195.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium aurum
GCF_010728155.1|WP_085192846.1	GCF_010728155.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium doricum
GCF_010728325.1|WP_179967654.1	GCF_010728325.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium poriferae
GCF_010731575.1|WP_011855831.1	GCF_010731575.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium monacense
GCF_010731695.1|WP_134060909.1	GCF_010731695.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium litorale
GCF_025821665.1|WP_372503637.1	GCF_025821665.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	[Mycobacterium] manitobense
GCF_030519285.1|WP_372503637.1	GCF_030519285.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium arseniciresistens
GCF_027529605.1|WP_408633211.1	GCF_027529605.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium hippophais
GCF_010729665.1|WP_163738709.1	GCF_010729665.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium madagascariense
GCF_032883035.1|WP_410506883.1	GCF_032883035.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	[Mycobacterium] appelbergii
GCF_001942625.1|WP_070946144.1	GCF_001942625.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium syngnathidarum
GCF_900289185.1|WP_036449738.1	GCF_900289185.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium porcinum
GCF_001499835.1|WP_064415245.1	GCF_001499835.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium novocastrense
GCF_001499925.1|WP_064393695.1	GCF_001499925.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium lehmannii
GCF_002245615.1|WP_066843972.1	GCF_002245615.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium neumannii
GCF_019645835.1|WP_220693239.1	GCF_019645835.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium holsaticum
GCF_001667535.1|WP_064892020.1	GCF_001667535.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium elephantis
GCF_010725725.1|WP_163904608.1	GCF_010725725.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium pulveris
GCF_010731795.1|WP_407663574.1	GCF_010731795.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium celeriflavum
GCF_002591975.1|WP_099039165.1	GCF_002591975.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium neglectum
GCF_010726765.1|WP_163737188.1	GCF_010726765.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium gallinarum
GCF_002086795.1|WP_083127287.1	GCF_002086795.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium tusciae
GCF_010728925.1|WP_163690368.1	GCF_010728925.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium gadium
GCF_010726085.1|WP_083150726.1	GCF_010726085.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium moriokaense
GCF_025822765.1|WP_276021302.1	GCF_025822765.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium barrassiae
GCF_010723575.1|WP_163712749.1	GCF_010723575.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium bourgelatii
GCF_025822065.1|WP_170062279.1	GCF_025822065.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intermedium
GCF_022664455.2|WP_242384056.1	GCF_022664455.2	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura luzonensis
GCF_019397265.1|WP_033407458.1	GCF_019397265.1	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea coxensis
GCF_039529455.1|WP_344206333.1	GCF_039529455.1	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea bangladeshensis
GCF_900111685.1|WP_091085071.1	GCF_900111685.1	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea wenchangensis
GCF_035917475.1|WP_326643296.1	GCF_035917475.1	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea fuscirosea
GCF_039529435.1|WP_346114228.1	GCF_039529435.1	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea maheshkhaliensis
GCF_005889725.1|WP_138688550.1	GCF_005889725.1	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea zeae
GCF_042656245.1|WP_379517222.1	GCF_042656245.1	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea insulae
